PairID,Text,Score
ENG-train-1884,"It's time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON #HillaryClinton
I've been doing my reading and I do have to to say, I'm wildly impressed by Hillary Clinton",0.59
ENG-train-1099,"Mumtaz Mahal had a very deep and loving marriage with Shah Jahan .
Shah Jahan and Mumtaz Mahal were married for 19 years .",0.72
ENG-train-1653,"Tree stems consist mainly of support and transport tissues .
These two tissues transport fluid and nutrients internally .",0.62
ENG-train-1459,"Billy Graham has conducted many evangelistic crusades since 1948 .
He has been to over 41 evangelistic crusades since 1948 .",0.66
ENG-test-0276,"she found herself dying of cancer eating now with a frail body .
she found he was dying of a cancer that had burrowed its way throughout his now frail body .",0.77
ENG-test-1184,"is a stem holoparasite vine in the family Convolvulaceae.
It was first described in China in 1786.",0.32
ENG-test-2216,"love is a 90 mph fast ball and you just have to catch yours.
Love is the 90 mph fast ball and you have to catch your own.",0.83
ENG-test-0512,"This film was the first of several collaborations between Sandler and Dugan .
It was directed by Dennis Dugan , and stars Adam Sandler .",0.6
ENG-train-4317,"Kind of scares me that there are still thousands of emails that have not been released from Hillary's private emails.
Another #Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus.",0.31
ENG-train-4057,"check out this site for more info:
Check out Deep Impact, on the internet.",0.34
ENG-train-1129,"A near copy of the British VC-10, the four-engine aircraft taxied to the remotest service area for refueling.
a four-engine aircraft, almost loyal to a British VC-10, rotated to the furthest station by ground crews to refuel.",0.72
ENG-train-1636,"Flowers, normally roses, and a box of candy.
Send her items such as candy and/or flowers.",0.62
ENG-test-2522,"DON'T SHAKE YOUR ASS TOO MUCH.
Do not shake your butt too much.",0.77
ENG-train-1992,"A man and two women smiling at the camera while sitting on a blue sofa.
A man and women smiling at the camera while standing in a kitchen.",0.57
ENG-test-2232,"First off, I love this cover!
I am also like a cat or small child because I love the cover.",0.55
ENG-test-0232,"A man in a colorful beanie hat next to a woman holding an umbrella.
A woman in a blue coat is standing with her arms crossed.",0.45
ENG-test-2123,"It rises among the Ucayali highlands, and is navigable and unobstructed for a distance of 1,133 miles (1,823 km) above its junction with the Amazon.
It has a total length of approximately 1,500 miles (2,400 km), and is one of the longest tributaries of the Amazon.",0.48
ENG-dev-0213,"I managed to parse my way through because the story was good.
As this book already has a surprisingly high number of five star reviews I have no problem with giving it a three based on editing.",0.45
ENG-test-0201,"Burundi has the University of Burundi .
Burundi is a small country in Africa .",0.6
ENG-train-1656,"She might experience some difficulty in the beginning.
In the beginning, the experience is not pleasant.",0.62
ENG-train-4750,"Isee Ben Quadinaros from the TundSystem.
Ben, no one chooses their nickname.",0.25
ENG-train-0052,"That song will be played by guys to their girl friends.
And guys will play that song for their girlfriend or something.",0.97
ENG-train-2948,"Jane is trying to get her undead feet under her and adjust to life as a vampire.
As usually Trouble always find their way to Jane.",0.47
ENG-train-4956,"Palestinian President Receives Jordanian Foreign Minister
Palestinian arrested for sexually harassing young girls",0.22
ENG-train-2785,"*_* This is why Nick is my favorite character, now I love him even more.
I don't have anything against homosexuals but daaaaaaaaaamn I really wanted to hear about the girl Nick got with.",0.47
ENG-train-3042,"Twenty-six of the counties are in the Republic of Ireland and six counties are in Northern Ireland .
The constituency covers the entirety of Northern Ireland .",0.44
ENG-train-5297,"Two golden retrievers running in a snow dusted field.
Four people in orange vests in a blue inflatable boat with yellow paddles.",0.12
ENG-train-1091,"Edgar Meyer is a prominent contemporary bassist and composer .
Edgar Meyer is an American Grammy Award-winning double bassist .",0.72
ENG-train-3338,"The governess at the child, or the child at the governess?
the babysitter after the baby or the babysitter?",0.41
ENG-train-1582,"The next moment he and his four men were in the store-shed with whips in their hands, lashing out in all directions.
in a moment, he ran in with four of his men and began to whip his head.",0.62
ENG-test-2535,"The HO also operated hotels.
After the political turmoil in the GDR in the years 1989 and 1990 the business was sold by the Treuhand trust.",0.33
ENG-train-4114,"being condiderate of her feelings and needs
He needs to be reprimanded.",0.34
ENG-train-1464,"When Stanwyck 's film career declined in 1957 , she moved to television .
Barbara Stanwyck was an American actress of film , stage , and television .",0.66
ENG-train-2923,"The women is holding a picture of a child laying on the ground.
Harnessed Asian child lying on ground in front of stroller.",0.47
ENG-test-2145,"and keep an eye out for yourself , do you hear ?
and take care of yourself , do you hear ?",0.79
ENG-train-1247,"At the banquet , Banquo 's ghost enters and sits in Macbeth 's place .
The ghost of Banquo , whom he kills , haunts him at an important banquet .",0.69
ENG-train-3416,"It is the third busiest station on the network and the busiest without connection to the National Rail service .
The idea was looked into , but Network Rail own the necessary land and need it for their own expansion plans .",0.41
ENG-train-4633,"somewhere in the corner lies and sleeps.
The Forest of Fangorn lies on our doorstep.",0.27
ENG-train-1593,"GParted and KDE Partition Manager are graphical programs using the parted libraries .
GParted is a graphical program using the parted libraries .",0.62
ENG-test-2249,"Note that this template should only be used for message boxes that really need to adapt their style .
In general , article statements should not rely on unclear or inconsistent passages , or on passing comments .",0.44
ENG-train-0661,"As the protagonist, Yara is a strong heroine.
Yara was a great character and I loved her a lot.",0.78
ENG-test-1511,"I think you should move on but be sure to keep your options open.
It would be so fun to make your own since you do not like the real radio.",0.25
ENG-train-1724,"Two people hanging on a rope over a cliff.
A climber traverses a rope ladder between cliffs.",0.62
ENG-train-1505,"However, Kate Messner could have not written it any more accurately than she did.
THE SEVENTH WISH by Kate Messner blends everyday life with a wish-giving fish.",0.66
ENG-train-0352,"A man is surfing on a white surfboard with his hands upraised.
A man surfing on a white surfboard wearing specialized clothing.",0.84
ENG-test-2361,"He retired as George L. Paddison professor of classics.
He received a Guggenheim fellowship in 1959.",0.32
ENG-train-5003,"His brother Rudolf was a physiologist and anatomist .
Rudolf was a textile manufacturer in Hechingen .",0.2
ENG-train-4262,"And you like the way the french doors open out to the deck?
The radio station is having an open doors day.",0.31
ENG-train-1097,"Nevertheless, there are still some organisational and functional difficulties in terms of practical implementation at port level.
however, implementation in practice is still striking at organisational and operational difficulties in the ports themselves.",0.72
ENG-train-2291,"Cullen ached for her and became a broken beast when his daughter was abducted.
Then his daughter is kidnapped and he needs Taige to save her.",0.53
ENG-train-5149,"no...but hey, thanks for another music recomendation!
Hey, thanks for the great stereotyping, ladies.",0.19
ENG-train-2205,"When Rule learns that his clan will be investigated in the murder, he offers to be Lily's expert clan adviser.
Lily Rule is a San Diego police detective assigned to investigate a murder that might just be the work of a werewolf.",0.56
ENG-train-2748,"My favorite is Metallica and my least favorite is Hilary Duff.
I am sure that Hilary Duff was one of them.",0.47
ENG-train-4705,"Sounds like is playing games with the both of you.
Watching TV and playing online games.",0.25
ENG-test-2421,"At least that's what I felt after reading the first two books in this series.
It felt like I was breezing through the first 3/4 and nothing monumental really happens up until around 80-90% in the story.",0.35
ENG-train-3318,"In 1996 , Bruce Pavitt resigned from Sub Pop to raise a family .
The album cover was an attempt by Sub Pop to capitalize on Cornell 's image .",0.43
ENG-train-4650,"a girl is posed holding a toothbrush with some form of box in her mouth.
Onlookers mouths are agape at a breakdancer in a contorted pose.",0.25
ENG-train-2598,"The heroine, Harmony Lancaster, is very much a study in contrasts.
Harmony Lancaster, a lion breed female, is Jonas Wyatt's half sister and was also an assassin named Death.",0.5
ENG-train-1638,"@WildChild69 No, U want 2 limit the doctor's choice & force him/her to help w/ abortions. I want to protect life & human dignity.
@WildChild69 Typo - I meant to say ""dies"" - With every abortion @ least one human dies.",0.62
ENG-train-2705,"@ShowTruth No, I can't explain why you would consider a medical procedure that leaves the patient healthy & happy as killing.
.@RebeccahLouise I'm not forcing anyone to do anything. Abortion is not 'medical help' & there are better options. Very proud to be",0.5
ENG-train-0075,"Coldplay is becoming popular really quickly.
coldplay is really coming up fast!",0.94
ENG-train-1485,"the temperature dropped, as well as the temperature of my heart.
The temperature dropped two or three degrees.",0.66
ENG-train-2829,"Look, you've been personally requested by the mayor's office.
you were personally in charge of the mayor.",0.47
ENG-train-3728,"It's time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON #HillaryClinton
Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica",0.38
ENG-test-1568,"Bergen is the administrative center of Hordaland county .
Bergen was a county until 1972 , when it was merged with Hordaland .",0.66
ENG-train-4967,"It's the on/off button for Rachel Caine (the off button being when you take breaks or finish the book).
Are you and Ms. Rachel going to get married?",0.22
ENG-train-5058,"@politico is there anybody more sue happy than this fool? #trump #lawsuitabuse
. @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general.",0.19
ENG-train-4910,"They aren't on anymore, and I can't find them ANYwhere.
most bestfriends that tried the relationship thing, arent bf at all anymore.",0.22
ENG-test-2483,"Chandlodiya railway station is 10 km from Ahmedabad Junction.
Passenger, Express, and Superfast trains halt here.",0.48
ENG-test-0127,"Hurt is a town in Pittsylvania County , Virginia , United States .
Hurt , Virginia is a town of Virginia in the United States .",0.77
ENG-train-0928,"Ami and Julie soon followed despite their last minute attempts to swing Chris .
Ami and Julie soon followed , even though they had tried to vote off Chris .",0.75
ENG-train-4646,"Tons of fish in the sea!
The European has the fish.",0.25
ENG-train-3793,"Ember By Jessica Sorensen Ember knows that death is all around her.
I picked it up because I like Jessica Sorensen.",0.38
ENG-train-4710,"A little girl crying on a statue.
Two young children are hugging.",0.25
ENG-train-5486,"That is low quality and off limits.
Florida has a low population.",0.03
ENG-test-1614,"i had mine at 13, although it was just a hush hush relationship.
My first tryst occurred at the age of thirteen, and was quite covert.",0.48
ENG-test-0335,"In 1915 a son , Ballard Hartwell Cabell , was born .
In 1915 , Priscilla gave birth to a son , Ballard Hartwell Cabell .",0.83
ENG-train-1781,"A man sings into a microphone on a stage.
A man holding an acoustic guitar.",0.59
ENG-train-3444,"THE DONALD & CARLEY - Perfect Together! - #Trump
Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right",0.41
ENG-train-4783,"An adult woman holding an umbrella is walking with a female child.
Two children with leg pads are performing stepping actions near another child and an adult.",0.25
ENG-train-1279,"This isn't normally the style of book that I read but I liked the complexity of it and how different it was for me.
It's captivating and interesting, but for what I wanted at the current moment when I read it, it's nothing like I expected.",0.69
ENG-test-2167,"that I've ever laid my hands on.
Best that I have ever laid my hands upon.",0.65
ENG-train-1382,"Here is a good website to visit:
Visit the website ultimate-guitar.com and search for the tabs.",0.66
ENG-test-1403,"There are currently 79 Districts .
Slovakia currently has 79 districts .",0.67
