PairID,Text,Score
AFR-dev-345,"Indien jy Beaulieu (Witpoort) besoek en jy benodig akkommodasie, is jy op die regte plek.
Die lengte van die reghoek is 17 cm meer as die wydte.",0.09
AFR-dev-80,"Moenie belê in iets wat jy nie verstaan nie  selfs al ís dit n goeie belegging.
As jy dit nie verstaan nie, weet jy nie wat die risiko van n belegging behels nie.",0.75
AFR-test-292,"Tandplaak is n taai stof wat aan tande vorm wat nie behoorlik skoongehou word nie.
Wanneer die kooldidrate afbreek word, vorm n suur wat die emalje geleidelik vernietig.",0.75
AFR-test-263,"Susan het die braile kopie van die eerste penniefluitjie handboek geskenk aan die Intituut vir blindes, Worcester.
Susan besoek die pionierskool vir Blindes se Hoërskool, Worcester.",0.62
AFR-test-121,"HART 15-0284 is n baie goeie jong bul wat aangebied word.
Hy is n mediumraam bul wat op verse en koeie gebruik kan word.",0.47
AFR-dev-258,"En of jy nou n Boer is of nie, jy is n teiken.
Ons is nou n etniese minderheid, slawe sonder n land van ons eie.",0.5
AFR-dev-279,"Soek al die woorde met n y klank en skryf dit in jou woordeboek.
Dit word gemaak deur 'n betroubare maatskappy en is glutenvry en bevat geen algemene allergene nie.",0.28
AFR-test-350,"Nou daag ek myself en vir julle uit om oor 26 vroue te skryf.
Ek skryf oor 26 Kaapse vroue, almal fiktief, wat op verskillende tye in die Kaap gewoon het.",0.62
AFR-dev-121,"Wanneer misdaadstatistiek aan die publiek deurgegee word, word die terminologie nie altyd konsekwent gebruik soos hierbo gedefinieer nie.
In die plaaslike misdaad rapportering word gereëld terminologie soos die onderstaande gebruik.",0.56
AFR-test-301,"Dit kan ook bepaal word deur die tydsduur van 'n bepaalde hoeveelheid gebeurtenisse te neem.
Net soos voorheen word die aantal gebeurtenisse gedeel deur die tydsduur om die frekwensie te bereken.",0.84
AFR-dev-306,"Die katdoring of katstert (Asparagus setaceus) is n varingagtige rankplant in die genus Asparagus.
Die katdoring word dikwels as n tuin- of huisplant gegroei.",0.75
AFR-test-311,"Nee, ek wag maar nog n ruk.
Hoe sterker die lig, hoër die temperatuur en minder die vogtigheid, hoe meer dikwels is water nodig.",0.06
AFR-dev-323,"Dit bevat egter nie vitamien K2 nie, en dit sluit onnodige vullers in.
Sampioene se natuurlike sout smaak, ook bekend as umami, is perfek vir n bolaag.",0.31
AFR-dev-333,"As n kind dus buite se huis onderwys ontvang, is hy nie in tuisonderwys nie.
Druk die uitgeskepte aartappel met n vurk fyn en meng met die vulsel.",0.12
AFR-dev-248,"Hierdie verskynsel word gewyt aan n enkel resessiewe geen.
Hierdie verskynsel word aan 'n enkele resessiewe geen toegeskryf.",0.91
AFR-test-233,"Mülheim an der Ruhr is 'n stad in Noordryn-Wesfale in Duitsland.
In die Griekse vertaling van die Ou Testament word hierdie woord nooit vir laste of probleme gebruik nie.",0.12
AFR-test-284,"Prik die varkvleis oraloor, plaas dit in n skottel en giet die piekelmengsel oor.
Sit n rak oor en sit die varkvleis op die rak neer.",0.75
AFR-dev-284,"Een Britse neef bly nou in Mosambiek, n land wat ek wil besoek.
Die land wat ek seker wil besoek, is Kaap Verde.",0.44
AFR-dev-116,"Die saadjies is so groot soos n ertjie, wat dit maklik maak om een-een te saai.
Daarbenewens kan sommige geneesmiddels mekaar se werking versterk of teenwerk.",0.31
AFR-test-328,"Verplaas die hoenderstukke na n platbord en bedek met foelie om dit warm te hou.
Verplaas die hoender na n diep platbord.",0.59
AFR-test-137,"Die 10.5 mm bly egter n baie nice lens en een van my favorites.
As ek weer moet koop sal ek egter die 16mm fisheye koop wat n fullframe lens is.",0.59
AFR-test-173,"Vir Mandela om Julie 2013 nog te leef, sal volgens ons informasie reeds n groot wonderwerk wees.
Los dit n minuut aan sodat die olie kan intrek. ",0.19
AFR-dev-225,"G1 K1 is baie fiks en gesond en G4 K4 is heeltemal ongeskik vir diensplig.
As die spons modderwater opgesuig het, sal modderwater die ruimte om hom besoedel.",0.12
AFR-dev-190,"Jagersfontein is 'n klein dorp in die suidweste van die Vrystaat in Suid-Afrika, naby Fauresmith.
Jagersfontein was die tweede dorp in Suid-Afrika en die eerste in die Vrystaat om elektrisiteit te gebruik.",0.75
AFR-test-339,"Indien die onderhandelinge goed afloop, sal die firma vir hom n werkspermit reël vir die tydperk.
Gevolglik kan hierdie rasse met aansienlike sukses gedurende enige periode van die jaar gepaar word.",0.31
AFR-dev-282,"Dié duimgids bied die gerief om kits toegang tot die funksies wat die meeste gebruik word, te bestuur.
Kinders en ouers het oorgenoeg tyd gehad om saam te wees en te gesels.",0.28
AFR-dev-123,"Ek sien hier is so paar ouens op die forum wat betrokke is by metaal werk, fabrikasie ens.
Vir ons ouens wat nie aldag metaal werk doen nie is dit 'n groot werk, ek stem saam.",0.56
AFR-dev-266,"En hoe maklik of moeilik is dit om in die vreemde aan te pas?
As jy items wat julle baie gebruik teen afslag koop, kan jy ook n paar rand spaar.",0.28
AFR-test-128,"Ek dink dat al wat die ANC wil, is om sy opposisie te toets.
Ons het regtig baie lekker gebly, die kamers is binne en buite baie mooi.",0.22
AFR-test-42,"Geen respek vir n vrou nie, net homself.
Talle bejaardes, gestremdes en ander maatskaplike gevalle in die Suid-Afrikaanse Polisie Diens word deur die skenkings gehelp.",0.22
AFR-test-114,"Die Palms Pub & Grill is 'n kuierplek vir die hele familie.
Stuur n e-pos na wereldwyd@afriforum.co.za om jou afslagkode te ontvang.",0.12
AFR-dev-365,"Dit is n ongelooflike nice lens en sal more een koop as hy nie so duur was nie.
As ek weer moet koop sal ek egter die 16mm fisheye koop wat n fullframe lens is.",0.56
AFR-test-159,"Maar as jy rustigheid soek, is hier ook n matiger bergpaadjie wat oor die rantjie kronkel.
Hier is ook n dam waardeur jy kan ry.",0.5
AFR-dev-311,"Hierdie organiese goue vlasaadse is bekostigbaar en verkoop in groot hoeveelhede en het goeie kliënte resensies.
Hierdie bruin organiese vlasaadse voorsien 'n goeie hoeveelheid porsies per houer.",0.59
AFR-test-104,"Hy het die inbreker wat deur die gebreekte ruit na buite gevlug het, agterna gesit.
Tans is dit die enigste verklarende Afrikaanse woordeboek wat op n selfoon beskikbaar is.",0.31
AFR-dev-236,"Maak die gewilde alternatief vir brood, vir n kosblik.
Die groente daarin maak dat dit sommer n dubbele doel, as groente en stysel dien.",0.47
AFR-test-267,"Sy het n pistool gegryp en op die aanvallers geskiet.
Annetjie het die kluis oopgesluit, maar n vuurwapen gegryp en verskeie skote op die aanvallers gevuur.",0.69
AFR-dev-227,"Ek kon gelukkig n groot koei uitsoek, maar net toe ek skiet, het sy vorentoe beweeg.
Hy laai weer die kat en ry 'n ver ent weg.",0.28
AFR-test-174,"Die verf kan met n verfstroper of hittepistool verwyder word.
Onthou om ingemaakte lensies, veral vir n slaai, af te spoel voor dit gebruik word.",0.25
AFR-dev-357,"Indien n effektiewe skoot nie ingekry kon word nie, sou ons die wild skei van die klikbek-streepdonkie.
Toe hulle bewus raak van Eduard se teenwoordigheid, word n galopdans in my rigting uitgevoer.",0.31
AFR-dev-330,"Terwyl die wolk digter word, kan n deel van die gas om die wolk begin draai.
Namate die rotatiesnelheid vergroot, plat die gas af tot dit n skyf vorm.",0.53
AFR-test-315,"Ilse Salzwedel gesels met hom oor Die vyfde Aspoester.
Ilse Salzwedel gesels met Karen de Wet oor die kortlyste van die UJ-pryse wat pas bekendgemaak is.",0.62
AFR-test-91,"Die Beandra is die regte keuse vir daardie geleentheid waar jy op jou beste wil voel en lyk.
Van 'n troue of selfs strooimeisie tot enige ander geleentheid waar jy op jou beste wil voel en lyk!",0.53
AFR-dev-102,"Ek het jammer gevoel omdat Sprinkaan Mier so geterg het en so onvriendelik met Mier was.
Ek het jammer vir Sprinkaan gevoel omdat Mier nie vir hom kos wou gee nie.",0.81
AFR-dev-148,"Daarna kan die druk konstant gehou word as die druk en die temperatuur saam ondersoek word.
Wie sal vir haar sê: Liefling, jy lyk pragtig?",0.16
AFR-dev-354,"Skep driekwart van die sampioenmengsel op die pap en strooi n hand vol kaas bo-oor.
Strooi die res van die kaas bo-oor en besprinkel met n klein bietjie olyfolie.",0.81
AFR-dev-196,"Was dit jy alleen, of was jy deel van n groep mense?
Gaan jy dit alleen doen, of gaan julle in n groep?",0.66
AFR-test-346,"Ryg 7 mm-silwerdraad (te koop by ysterwarewinkels) deur die groente en maak dit om die krans vas.
Ryg nog n draad deur die eiers en maak dit ook vas.",0.47
AFR-dev-252,"Die vraag kan gevra word wat die redes is waarom AfriForum die lys gepubliseer het.
Die vraag kan gevra word of mens nie bloot emosies opjaag deur die lys te publiseer nie.",0.72
AFR-test-108,"Elke lees en uitleg van n teks is ook die produk van n bepaalde tyd en konteks.
Theodorus is ook radikaal deur sy tydsgees gevorm en daarom was n historiese lees vir hom belangrik.",0.22
AFR-dev-338,"Laat jou maat die kat se kop ferm vashou en dwing sy bek oop met n hout liniaal.
Suig die pil met n strooitjie op en forseer die blerrie kat se bek oop.",0.84
AFR-test-367,"Nelson Mandela was maar net n mens soos elkeen van ons.
Nelson Mandela was n gewone mens nes elkeen van ons.",0.97
AFR-dev-137,"Daai spark wat maak dat ek iemand beter wil leer ken.
In die Griekse vertaling van die Ou Testament word hierdie woord nooit vir laste of probleme gebruik nie.",0.12
AFR-test-106,"Wanneer die elektron opgewek word, beweeg die elektron na 'n hoër energiepotensiaal/orbitaal.
Oom Gert is waarheen studente gaan vir n bier ná n moeilike eksamen.",0.16
AFR-test-296,"Die Trust se geldsake word elke jaar deur onafhanklike ouditeurs nagesien, volgens internasionale reëls.
Die Europese Parlement het verlede week 'n ongekende stem teen sanksies teen Hongarye gekry.",0.31
AFR-dev-263,"Roer die spek mengsel by die pasta en roer goed deur.
Roer nou jou eier mengsel deur die warm pasta, weg van die plaat se hitte af.",0.62
AFR-dev-96,"Derhalwe word die korrelasies volgens subgroepe en vir 12 maande oue bokke (seleksie-ouderdom) aangebied.
HGG Finansiële Groep kondig met trots aan die stigting van 'n nuwe divisie, HGG BEEadvised.",0.16
AFR-test-269,"Die sprokie ruil dan die fopspeen, wat onder die kussing geplaas word, vir 'n geskenk.
Die Paashaas ruil dan die fopspeen vir 'n prettige geskenk, soos die fopspeen.",0.56
AFR-dev-237,"Een ou gelofie omtrent die volstruis is darem niks anders as n onbillike wolhaarstorie nie.
Wanneer Vishuis voltooi is, kan dit n brug wees in die gemeenskap.",0.31
AFR-dev-241,"Dat politieke partye deursigtig moet wees oor hul private finansiers sal andersins  oorwinning vir demokrasie in Suid-Afrika wees.
In beginsel is die probleem nie dat die finansiering van politieke partye deursigtig moet wees nie.",0.69
AFR-test-87,"Nelson Mandela aan die spits, het die deure van n eens geslote en vyandige wêreld weer geopen.
Jacob Zuma aan die spits, lyk dít alles na n ster wat verskiet het.",0.66
AFR-dev-326,"Lealiifano het strafskop vroeg in tweede helfte oorgeskop toe Louw by die afbreekpunt oortree het: 16-9.
Steyn en Lealiifano het daarna beide n strafdoel deur die pale gejaag: 19-12.",0.69
AFR-dev-85,"Omdat lig nie om n voorwerp kan beweeg nie, vorm n skaduwee daaragter.
Baie voorwerpe laat wel n hoeveelheid lig deur, maar is nie deursigtig nie.",0.84
AFR-test-262,"Die wrak lê 4 680 m diep.
Die wrak lê 5 000 m diep.",0.66
AFR-dev-297,"Die verskoning wat aangevoer word dat dit kastig die vroue gelykstel aan die mans, is natuurlik onwaar.
Vroue is gelykwaardig aan mans, maar juis nou word daar nie erkenning aan hulle gegee nie.",0.66
AFR-test-268,"Celine Dion is in die vierde plek met die $42 miljoen wat sy verdien het.
Die binneste bal vorm dan n kamertjie met n tonnel na buite waardeur jy inklim.",0.28
AFR-dev-198,"In die tipe beroep wat ons het, kan jy nie n lyn trek nie.
En ek maak n punt daarvan, maar ek dink dat dit saam met my tipe persoonlikheid kom.",0.38
AFR-dev-77,"Omdat jy dit dikwels gebruik, moet jy weet hoe jy dit sal hernu.
Munt kan op baie maniere gebruik word en jy moet net weet hoe jy dit laat groei.",0.25
AFR-dev-366,"LW: U werk word anoniem aan die beoordelaars voorgelê.
Hoe kan jy die ellende van n nare, nat hoes laat wyk?",0.22
AFR-test-95,"Irma Joubert is n uiters bekwame skrywer, nee, dalk eerder n towenaar.
Irma Joubert verdien waaragtig n pluimpie vir haar hoed.",0.75
AFR-dev-175,"Jy kan n vaste reistoelae of n vergoedende reistoelae aangebied word.
So sal jy ook sommer n bietjie krag spaar.",0.31
AFR-dev-21,"Sny n gaatjie in die middel van die deeg sodat die stoom kan ontsnap.
Gebruik n kleinbordjie om die deeg in agt sirkels te sny.",0.56
AFR-dev-142,"Hiers die laaste staplysie wat jy ooit sal nodig hê  ongeag hoe lank jou staptog.
Hiers ons gids indien jy onseker is hoe om podcasts af te laai.",0.31
AFR-test-25,"Neem dan die persoon na n hospitaal sodat n entstof teen hondsdolheid toegedien kan word.
Jy is n eindelose inspirasie, verseker nie net as fotograaf nie.",0.19
AFR-test-110,"Daarbenewens word dit ook teen 'n goeie prys aangebied.
Al die bestanddele is organies, en hulle word teen 'n goeie prys aangebied.",0.44
AFR-test-366,"Daardie één geweer wat net so n bietjie meer spesiaal is as die ander in die kluis.
Soms kliek jy en n geweer net, ongeag die kaliber.",0.53
AFR-dev-71,"Die tweede naaste wolf in skaapklere aan hierdie leier was n maer ram, maar nie klein nie.
Nog so n wolf in skaapklere wat naby aan hom beweeg het, was n pragtige ram.",0.72
AFR-dev-32,"Julle brand van begeerte om n meer aktiewe rol te speel in die redding van siele.
Dit lei tot n bladsy waarin jou besigheid se inligting in meer detail aangebied word.",0.28
AFR-test-240,"Nou spring hy weer in die pilleboksie rond soos een wat n sukkelbestaan voer.
Hou nou op soos n kind tekere gaan.",0.44
AFR-dev-329,"Skakels na verwant inligting word vir u gerief hier gelys.
Vir u gerief word hier 'n paar skakels na ander Universiteite se Argiewe en Biblioteke met Spesiale Versamelings gelys.",0.62
AFR-dev-16,"Oranjeroete (5 km)  lekker vir gesinne wat hulle tegniese vaardighede wil toets.
Geelroete (30 km)  geskik vir die meeste bergfietsryers.",0.69
AFR-test-172,"Daarop sê die koning: Hy bring ook 'n goeie boodskap.
As u belangstel om 'n verspreider te word vir u plaaslike gebied buite Noord-Amerika, kontak asseblief Tekna Indië.",0.19
AFR-test-155,"Tuisonderwys word in die wet omskryf as onderwys by die kind se eie huis.
Laastens sal tot sekere gevolgtrekkings gekom word rakende die huidige en toekomstige literêre status van swart Afrikaanse vroueskrywers.",0.31
AFR-test-194,"Laai die naelkeurwiel hier af en druk dit op n A3-papier uit.
Johan Myburg vertel meer oor die wenner van die eenmalige alternatiewe Nobelprys, MARYSE CONDE.",0.16
AFR-test-182,"Wind suidwes naby kalm in die oggend, wat oorslaan na noord-noordoos in die namiddag.
As daar genoeg voedsel is, word 'n tweede werpsel in Julie of Augustus gebore.",0.28
AFR-dev-268,"As jy nie anders kan nie, gebruik n aan/af-spuit op jou tuinslang.
Die Volkswagen New Beetle is 'n kompakte motor, wat deur Volkswagen in 1997 vrygestel is.",0.22
AFR-test-46,"As die vorm nie onderteken is nie, kan die kinders nie op die rit geneem word nie.
Die buite lewe bied soveel plesier, en mooi goed as mens net eers wil rond kyk.",0.44
AFR-dev-138,"Ek het amper twee jaar lank met my lewe aangegaan en weer iemand gekry vir wie ek lief is.
Ek gaan weer uit met n man met wie ek twee jaar gelede uitgemaak het.",0.5
AFR-test-97,"Die bekendste lid van die genus is die graangewas rog (Secale cereale).
Omkring woorde met n y klank en skryf hul le neer.",0.16
AFR-dev-375,"Die magnetiese veld kan veroorsaak word deur magnete, elektromagnete en elektriese strome.
Rondom 'n geleidende draad waardeur 'n elektriese stroom vloei, word 'n magnetiese veld opgewek.",0.78
AFR-test-94,"Radio Laeveld het op 1 Maart 2003 vir die eerste keer 'n vier jaar Gemeenskap Uitsaailisensie ontvang.
Op 31 Mei 2003 word daar vir die eerste keer op die Radio Laeveld-senders uitgesaai.",0.53
AFR-dev-290,"Die watervlakke sal na verwagting ongewoon hoog bly vir die volgende paar dae of selfs weke.
Behalwe vir Engeland, het sy ook al vir n jaar in Malawi dramaklasse aangebied.",0.22
AFR-test-29,"Deur die vleis apart te soteer, kan enige oortollige vet ook maklik afgeskink word.
As die bredie die vorige dag berei is, kan nog vet maklik afgeskep word soos die bredie afkoel.",0.75
AFR-test-170,"Die relatiewe lae suiker- en hoë ruproteïeninhoud van lusern bemoeilik die bevredigende inkuiling daarvan (Langer, 1967).
Vakuumtegnieke het die inkuiling van lusern aansienlik verbeter (Langer, 1967).",0.62
AFR-dev-343,"Standard Bank sê dit is n aanduiding oor hoe traag die plaaslike residensiële eiendomsmark is.
Die bank sê hy het n beduidende toename van 31% in nuwe rekeninge gesien.",0.44
AFR-test-139,"As julle egter saamstem oor die belangrikheid hiervan, stel n plan in plek.
Dit sluit onder andere in n verandering van werk, sodat julle tyd kan skep.",0.38
AFR-test-185,"Alaric Basson het ook n bronsmedalje in die 50 m-borsslag gewen.
Die Egiptenare het hier ook n byeenkomsrekord opgestel, met Youssef Elkamash wat in 28.04 gewen het.",0.41
AFR-dev-364,"Die beste manier om n gewrig te laat rus, is om spalke of afgietsels te gebruik.
Dit is baie doeltreffend, want n groot dosis kan op hierdie manier toegedien word.",0.28
AFR-test-323,"Dis ook n geleentheid vir n rustige eerlike selfondersoek.
Hy was getroud met Ingegerd, n dogter van Olaf II van Swede.",0.12
AFR-test-166,"EK WEET nie hoe tienermas cope om n kind groot te maak nie.
Ons kul onsself om te dink alle vroue weet instinktief hoe om babas groot te maak.",0.44
AFR-dev-61,"Die instrukteur plak elektrodes direk bokant sekere spiere en laat die elektriese impulse die werk doen.
Nooit mag jy ophou bid nie, want Ek hoor jou elke keer.",0.22
AFR-dev-335,"Spaargeld kan ook in n vaste deposito belê word.
Hoe droër die lug (lae relatiewe humiditeit), hoe koeler sal die natboltemperatuur wees.",0.25
AFR-dev-220,"Daar is steeds nie n deurbraak in die ondersoek na die moord nie.
Die polisie ondersoek ook die moord van n vermoedelik hawelose man.",0.62
AFR-dev-163,"Spur se besluit om net die vrou te verban is miskien onoordeelkundig gewees.
Spur se besluit om net die vrou alleen te verban is onoordeelkundig, sê jy.",0.78
AFR-test-105,"Die meeste soorte melk het 45 - 60 kalorieë en 4.7 - 5.0 gram koolhidrate per 100 ml.
Byvoorbeeld, rou amandels bevat 675 kalorieë per 100 gram.",0.66
AFR-test-254,"Altyd versigtig, verbied Da Gama sy manne om hul vaartuie te verlaat.
Want van die 170 manne wat saam met Da Gama uitgevaar het, lewe nog slegs n derde.",0.59
AFR-dev-150,"As n aankoop gekanselleer word, word jou betaling tenvolle aan jou terug besorg.
Vir pakkies wat swaarder is as dit kan n bykomende kwotasie gestuur word, afhangende van die eindbestemming.",0.53
AFR-test-92,"Ek gooi altyd eers n klein stukkie deeg in olie.
Dan moet n skeppie deeg uitgeskep word en in die olie gegooi word.",0.75
AFR-test-74,"Hoeveel keer per dag eet jy neute net omdat hulle gesond is?
Hoeveel keer eet jy minder omdat jy so hard oefen?",0.66
AFR-test-122,"Dit kan ook deur die grondgebied van 'n ander staat verdeel word.
Die woord word gebruik om die Hebreeuse woord vir eer of heerlikheid te vertaal.",0.25
AFR-test-9,"Alternatiewelik kan dit ook veroorsaak word deur sekere kossoorte.
Dit word gewoonlik veroorsaak deur voedsel, maar kan ook die gevolg wees van medikasie.",0.66
AFR-test-370,"Hou jou asem op terwyl iemand anders (nie jy self nie) vir jou tot tien tel.
Blaas uit en laat die ander persoon weer vir jou tot tien tel voordat jy weer asem skep.",0.84
AFR-test-223,"Nog baie meer kan (en moet) geskryf word oor hierdie saak.
Daardie besef is die saadjie wat in elke (ware) Afrikanerhart geplant moet word.",0.31
AFR-test-10,"Ons ry tussen die berge, deur klowe en oor bruggies langs die pad wat deur die boerderygebiede gaan.
Eers ry ons deur en oor Fontein kloof en dan Longhoogte, en Perdenek.",0.72
AFR-dev-273,"Die boom is ook n bevestiging van ons karakter.
Die firma moet jou n skriftelike uiteensetting van die kansellasiefooi gee.",0.19
AFR-test-357,"Dit maak dat die songs hulleself maklik laat sing  daar is n tydloosheid aan die woorde.
Dit laat n mens makliker sing.",0.44
AFR-test-165,"Hierdie immergroen boom is eintlik n kategorie 3 indringer.
Hierdie boom het oor die algemeen n mooi geronde kroon met n kort hoof-stam.",0.5
AFR-test-218,"Sprinkel kaas bo-oor en bedek dit met nog n vel deeg.
Strooi die res van die kaas bo-oor en besprinkel met n klein bietjie olyfolie.",0.78
AFR-test-303,"Tydens die besoek word al die Gr 1 leerlinge se vingerafdrukke op n spesiale sertifikaat aangebring.
Hierdie sertifikaat word saam met n foto van die leerling bewaar vir noodgevalle.",0.81
AFR-dev-45,"Drie jaar later trou sy met William Alfred Cowle.
Drie jaar later trou sy met Robert Sproat.",0.69
AFR-dev-272,"Die Noordwes-Universiteit wens alle ouers en studente n wonderlike feestyd en voorspoedige 2016 toe.
Soos in n sprokiesland staan die bome al met die paadjie langs tot onder in die groot pad.",0.38
AFR-test-286,"Tsonda is aangekla van die besit van onwettige ammunisie en sy medebeskuldigdes vir die besit van gevaarlike wapens.
Al ooit gedink jy is te jonk om 'n verskil te maak aan jou omgewing ?",0.25
AFR-dev-199,"Ek het jammer vir Sprinkaan gevoel omdat hy koud gekry het en honger was.
Ek drink en rook nie en sal daarvan hou om iemand nou en dan te bederf.",0.22
AFR-dev-120,"Die oomblik dat n slang weet hy kan onafhanklik bestaan dan pik hy jou dood.
Louis Botha en Jan Smuts, daarenteen sou verbete Engelsgesindes word.",0.22
AFR-dev-207,"Koopkrag hef geen aansluitingsfooie nie en daar is n maksimum administrasiefooi van slegs R3,50 per maand.
Skep driekwart van die sampioenmengsel op die pap en strooi n hand vol kaas bo-oor.",0.22
AFR-dev-301,"Met daardie lang tong wat tot `n half meter uitgesteek kan word stroop hulle blare van bome.
Met daardie lang tong trek hulle ook tot doringtakke nader om die blare in sy bek in te trek.",0.97
AFR-dev-119,"Almarie du Preez se eerste Afrikaanse enkelsnit, Jy Vir My, is gedurende Junie 2017 bekendgestel.
Die amptelike musiekvideo vir hierdie liedjie word nou, gedurende Oktober 2017 bekendgestel.",0.41
AFR-dev-17,"Neem n afvalstukkie kroonlys en merk waar dit die muur en die plafon ontmoet.
Posisioneer die lys waar die muur en plafon ontmoet en hou vas tot die gom droog is.",0.59
AFR-test-151,"Hulle het ook goed saamgewerk om die liggaam in die water te help.
In die water, het hulle saamgewerk om die liggaam te help duik en swem en dryf.",0.69
