PairID,Text,Score
ENG-test-1198,"likeable, and he made an excellent counterpoint to Aaron's gloominess.And as a final note: I loved their parents (especially Aaron's).
We follow a girl, Miranda Mays, as she is brought in for compatibility testing and kept for egg extractions to make new Eslites.",0.32
MAR-train-00456,"""वार्षिक आधारावर फायदा 32 टक्के आणि आयफोनपासूनची कमाई 29 टक्क्यांनी वाढली आहे.""
""मात्र, भारतीय रुपया घसरत असल्याने कंपनी दबावात असल्याची कबुली अॅपलचे कार्यकारी अधिकारी टीम कूक यांनी दिली आहे.""",0.58
ENG-test-0926,"if you ever let him know how you feel and hope he feels ya back!
If you ever let him know how you feel, I hope he feels the same way about you!",0.6
ENG-train-2664,"Hercules take the torch to Chiron 's house and asks him to step inside a circle of straw .
Later Hercules arrives at Chiron 's house , he gives him the water and he drinks it .",0.5
HIN-test-00543,"""यह अनुसंधान केंद्र एस्टोनिया के टलिन में स्थित है।""
""यह विशेष स्थान जहां लोग शोध करते हैं वह एस्टोनिया नामक देश के तेलिन नामक शहर में है।""",0.69
ESP-train-1494,"Un hombre esta abriendo una puerta
Un hombre esta cortando una cebolla",0.8
ENG-train-3683,"A girl in a blue school uniform climbs a tree and stops for a picture.
A man in plaid stops to take a picture while a man in blue looks off at something else.",0.38
ENG-test-1095,"a lot of them tried .
many have tried that .",0.62
ENG-test-0841,"The workers of the land were on their way to becoming serfs .
Abstraction requires selective use of this structural split of abilities in the psyche .",0.23
ESP-train-1019,"Kim Koo (29 de agosto de 1876 – 26 de junio de 1949) fue el sexto y último presidente del Gobierno Provisional de la República de Corea.
Estudió literatura china en una escuela local y se unió al movimiento religioso Donghak (동학) en 1893, cambiando su nombre a Kim Chang-su (김창수).",0.37
ESP-train-0277,"Fue construida en el lugar en el cual según la tradición musulmana rezó el Califa Omar ibn al-Jattab, luego de visitar el Santo Sepulcro.
Cuando el Califa Omar entró a Jerusalén, Sofronio lo invitó a rezar en el Santo Sepulcro.",0.46
ENG-train-3434,"Why attempt to love someone that cannot reciprocate those feelings?
You are not the only person who has those feelings.",0.41
ENG-train-4115,"Diamonds sold through this process are known as conflict diamonds or blood diamonds .
Sometimes people find diamonds on the top of the ground .",0.34
ENG-test-0636,"The architect 's personal archives are located at Taliesin West in Scottsdale , Arizona .
It looks after two Wright buildings , Taliesin in Wisconsin , and Taliesin West in Arizona .",0.59
MAR-train-01143,"""कार्यक्रमासाठी समता सैनिक दल आणि संस्थेच्या कार्यकर्त्यांनी सहकार्य केले.""
""संबंधित बातमी : 5 चेंडूत 26 धावा, पंड्याचं कसोटीत वादळी शतक""",0.11
pan_test_00578,"ਉਨ੍ਹਾਂ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਘਟਨਾ ਸਥਾਨ ਵਾਲੇ ਇਲਾਕੇ ਵਿਚ ਲੱਗੇ ਸੀਸੀਟੀਵੀ ਕੈਮਰਿਆਂ ਦੀ ਫੁਟੇਜ ਦੇ ਆਧਾਰ 'ਤੇ ਲੁਟੇਰਿਆਂ ਨੂੰ ਜਲਦੀ ਕਾਬੂ ਕਰ ਲਿਆ ਜਾਵੇਗਾ
ਘਟਨਾ ਵਾਲੀ ਥਾਂ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਲੱਗੇ ਸੀਸੀਟੀਵੀ ਕੈਮਰਿਆਂ ਦੀ ਫੁਟੇਜ ਨੂੰ ਸਕੈਨ ਕਰਨ ਤੋਂ ਬਾਅਦ ਘਟਨਾ ਦੀ ਸੂਚਨਾ ਤੁਰੰਤ ਕੰਟਰੋਲ ਰੂਮ ਨੂੰ ਦਿੱਤੀ ਗਈ",0.67
ESP-train-1104,"Williams había salido de la cárcel dos semanas antes, tras haber cumplido una condena de cinco años por atacar violentamente a su ex pareja.
Matthew Williams, de 34 años, había sido liberado hace apenas dos semanas después de cumplir una larga condena de cinco años en prisión por delitos de violencia.",0.65
ESP-dev-0033,"Es un crustáceo feo y gigante que vive en las profundidades del mar.
Es la primera vez que se encuentran Bathynomus en las profundidades marinas de Indonesia, un área en la que escasean investigaciones similares, informó el equipo en la revista ZooKeys.",0.6
HIN-test-00402,"""ऑस्ट्रिया के हिमस्खलन में एक की मौत, छह लापता""
""ऑस्ट्रिया में बड़ी बर्फबारी हुई, जिससे कुछ लोग घायल हो गए। एक व्यक्ति की मौत हो गई और छह लोग अभी भी लापता हैं.""",0.8
ENG-train-2378,"We live in a world where people care more about religious rights than consent & reproductive rights....
In #scotus majority opinion, substitute abortion for capital punishment, and you have the opinion for the Texas clinic case.",0.53
ENG-train-1830,"Other popular children 's songs are almost pentatonic .
Many folksongs are pentatonic , or nearly pentatonic .",0.59
ENG-test-0493,"This was a 'mandatory' reading selection in, I think 7th-9th grade.
I dont remember much except at the end the dogs die and its sad.",0.25
ENG-train-0982,"The above rights include the right to make such modifications as are technically necessary to exercise the rights in other media and formats .
The above rights may be exercised in all media and formats whether now known or hereafter devised .",0.75
ENG-train-4034,"I really enjoy Shusterman's take on the afterlife, and how he slyly explains all sorts of phenomenon using the scaffolding of the Everlost.
He just possesses raw talent and an amazing imagination.",0.34
ENG-train-3034,"A man in a black and white striped shirt photographing a woman by a fountain.
A man in jeans and a white shirt is creating a sculpture.",0.44
ENG-train-4743,"It originally meant ""disc jockey,"" but say ""dance jamster.
What's meant is, ""In the area of Barranquilla the dance is done in this manner.",0.25
ENG-train-2724,"@thehill all the more reason to vote #Democrat in 2016. #ACAworks #GetMoneyOut #RestoreTheVRA #Bernie2016 #waronpoverty
Thanks @Chefs4Hillary for amazing noms for canvassing #FITN",0.5
HIN-test-00642,"""भारतीय मूल की एक महिला ने ब्रिटेन में दुनिया के पहले डिजिटली मॉनीटर्ड ट्विंस को जन्म दिया।""
""इन बच्चों को कोख में ही लाइफ सेविंग डिजिटल ग्रोथ चार्ट के जरिए मॉनीटर किया गया था।""",0.83
AFR-test-334,"Ná vier jaar vervang hy die motor met n nuwe een  n nuwer model.
As jy 3 jaar kan volhou, het jy n verslawing oorwin.",0.19
ENG-test-2332,"i 'll send hala and a squad of guards with you .
you 'll never believe what happened !",0.34
ENG-train-3989,".@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T!
Hillary claims to be a ""champion"" of the middle class, but @RandPaul tax plan cuts the FICA tax, benefiting the middle class.",0.34
AFR-test-11,"Hierdie boekie probeer n beknopte weergawe oor hierdie seminare weergee.
Die volledige verslag sal ook aan die werkgroep beskikbaar gestel word vir bespreking tydens 'n volgende vergadering.",0.47
pan_dev_00140,"ਪੰਜਾਬ ਦੇ ਹਰ ਪਰਿਵਾਰ ਨੂੰ ਅੱਜ ਤੋਂ ਹਰ ਮਹੀਨੇ 300 ਯੂਨਿਟ ਮੁਫਤ ਬਿਜਲੀ ਮਿਲੇਗੀ
ਅੱਜ ਤੋਂ ਹਰ ਪਰਿਵਾਰ ਨੂੰ ਹਰ ਮਹੀਨੇ 300 ਯੂਨਿਟ ਮੁਫਤ ਬਿਜਲੀ ਮਿਲੇਗੀ",0.56
ENG-train-1090,"In many circumstances , these investments can be less expensive than fossil fuel energy systems .
Hydroelectric power can be far less expensive than electricity generated from fossil fuels or nuclear energy .",0.72
HIN-test-00807,"""भारत के लिए अच्छी बात यह रही थी कि उन्होंने अंतिम ओवरों में ऑस्ट्रेलिया को एक और विकेट नहीं दिया।""
""35 साल के मलिंगा ने अपना पिछला वनडे मैच में सितंबर 2017 में भारत के खिलाफ खेला था।""",0.31
ENG-train-0118,"I don't know, sorry but she has got a great voice and my favorite song by her is Breakaway.
i dunno sorry but she has got a great voice and my favorite song by her is breakaway",0.94
ENG-train-3983,"Uptight Lance enjoyed letting go and letting Tim take care of him!
However the humor and the dogs and Tim made this a SOLID read.",0.34
ESP-train-1039,"En esta Tesis se sintetizaron 2 conjugados químicos basados un fotosensibilizador y quitosano de bajo peso molecular.
Los conjugados fueron caracterizados a través de técnicas como RMN, FTIR, Absorción UV-visible, Fluorescencia entre otras.",0.5
ESP-train-0906,"El templo funciona como un centro cultural y religioso para los hindúes coreanos y los inmigrantes de los países sudasiáticos.
El templo sirve como centro cultural y religioso para hindúes del sur de Asia e inmigrantes de países coreanos.",0.63
ENG-test-1884,"Toothpaste often contains xanthan gum , where it serves as a binder to keep the product uniform .
Toothpaste often contains xanthan gum to give the toothpaste a smooth texture .",0.85
ENG-test-2541,"If two sponsors are used in the team name , the sponsor names are separated by a hyphen , see the discussion here .
He currently provides the voice of Bot on the new Nick series Team Umizoomi .",0.3
ENG-train-1064,"He is probably best known for creating the villainous Daleks in the long-running science fiction television series Doctor Who .
Articles about significant fictional characters in the long-running British science fiction television series Doctor Who .",0.72
HIN-test-00359,"""संयुक्त राज्य अमेरिका और कुछ यूरोपीय देशों का मानना है कि ईरान की परमाणु परियोजनाएँ परमाणु हथियार बनाने के उद्देश्य से हैं।""
""संयुक्त राज्य अमेरिका और यूरोप के कुछ देशों को लगता है कि ईरान अपनी परमाणु परियोजनाओं से परमाणु हथियार बनाना चाहता है।""",0.92
ESP-train-1069,"Bill Pickett, un artista de rodeo afroamericano, también apareció en las primeras películas del oeste para el mismo público.
Bill Bill Pickett, un rodeo afroamericano, también apareció en las primeras películas occidentales para la misma audiencia.",0.52
ENG-test-2028,"i 'll give you one thing .
we 'll wait for travis , okay ?",0.18
ENG-train-2940,"@nice_euna Its not only safe but contrally to the ten commandments... Thy shall not kill #ItsNotonItsNotSafe
@MarthaPlimpton It's not Monday on Twitter until some right wing troll sends me a video of an abortion #ReproRights",0.47
MAR-dev-00175,"""हवाई वाहतूक मंत्री टीडीपीचेच असल्याने असल्याने रेड्डी यांचे हवाई उड्डाण सहज सुलभ झाल्याचे बोलले जाते.""
""त्यांनी आरोपींना पाहिले असल्याची माहिती त्यांनी दिली.""",0.33
AFR-dev-88,"Dus is n roeiboot of aasboot noodsaaklik as jy die vis wil teiken.
Skaf dus gerus n verkyker aan sou jy oor daardie afstande wil hengel.",0.75
HIN-test-00153,"""मैं बस टेनिस कोर्ट पर जाकर सर्वश्रेष्ठ प्रदर्शन करना चाहती हूं।""
""इन दोनों बल्लेबाजों को महिला विश्व कप क्वालीफायर में अच्छे प्रदर्शन का इनाम मिला है।""",0.31
pan_test_00446,"ਬਾਕੀ ਰਹਿੰਦੀ 8.15 ਕਰੋੋੜ ਰੁਪਏ ਦੀ ਅਦਾਇਗੀ ਕੇਂਦਰ ਸਰਕਾਰ ਵੱਲ ਬਕਾਇਆ ਹੈ
ਉਨ੍ਹਾਂ ਦੱਸਿਆ ਕਿ ਬਕਾਇਆ ਰਾਸ਼ੀ ਦੀ ਮੁਕੰਮਲ ਅਦਾਇਗੀ ਲਈ ਸਰਕਾਰ ਵੱਲੋੋਂ ਸਾਲ 2021-22 ਦੇ ਬਜਟ ਵਿੱਚ 300 ਕਰੋੋੜ ਰੁਪਏ ਦਾ ਪ੍ਰਾਵਧਾਨ ਕੀਤਾ ਗਿਆ ਸੀ",0.62
ENG-train-1624,"Colin Matthew Delaney is an American professional wrestler , best known for wrestling for World Wrestling Entertainment .
Randal `` Randy '' Keith Orton is an American professional wrestler currently signed to World Wrestling Entertainment wrestling on its Raw brand .",0.62
ENG-train-4915,"Two men maneuvering pieces of wood on top of a vehicle.
A daschund with an open mouth appears to bark at a bubble making machine in the grass.",0.22
ENG-test-0598,"I truly enjoyed reading through this book.
Summer was a book of hope.",0.6
ENG-test-1906,"I think you wait for 31/2 - 6 years before you have sex.
Women get even more moody after they have sex.",0.52
ENG-train-4870,"Two men jump off the ground during a sparring competition between opponents.
A woman holding a baby sits on the ground and leans up against a wall.",0.22
HIN-test-00003,"""पीएम मोदी अभिनेता के घर भी जा चुके हैं।""
""नक्सलियों को खोजने के लिए सर्च ऑपरेशन शुरू कर दिया गया है।""",0.12
ENG-dev-0002,"and from your post i think you are to young to be in love like this.
I think it will be very bad if he acquires her money.",0.31
ENG-train-1995,"I would have rather ended with Hunter's 'home' comment, instead of ending with Chase's cliffhanger -it would have made the book feel more finished.
A lot of Chase, would have liked a little more Hunter, but was happy with the end.",0.57
ENG-train-0473,"She sometimes photoshops her pictures, but not always.
sometimes her pics are photoshopped, sometimes not hehe",0.81
MAR-train-00880,"""जितेंद्र यांच्या चाहत्यांसाठी आयोजित करण्यात आलेला हा कार्यक्रम प्रेक्षकांना माफक दरात उपलब्ध करण्यात येणार आहे.""
""स्थानिक स्वराज संस्थांच्या निवडणुकीत एलडीएफ प्रथम क्रमांकावर, काँग्रेस दुस-या क्रमांकावर राहिली.""",0.27
pan_test_00448,"ਭਾਜਪਾ ਨੇ ਆਦਿਵਾਸੀ ਸਮਾਜ ਦੀ ਦਰੋਪਦੀ ਮੁਰਮੂ ਨੂੰ ਆਪਣਾ ਰਾਸ਼ਟਰਪਤੀ ਉਮੀਦਵਾਰ ਬਣਾਇਆ ਹੈ
ਭਾਜਪਾ ਨੇ ਆਦਿਵਾਸੀ ਸਮਾਜ ਤੋਂ ਦ੍ਰੋਪਦੀ ਮੂਰਮੂ ਨੂੰ ਰਾਸ਼ਟਰਪਤੀ ਉਮੀਦਵਾਰ ਬਣਾਇਆ ਹੈ",0.78
HIN-dev-00018,"""वहां उन्होंने राजनीति व युद्धकाल में निपुणता हासिल की।""
""इसके बाद कल्याण साय राजा के पूर्ण अधिकार के साथ अपनी राजधानी रतनपुर वापस पहुंचे।""",0.38
ENG-train-4408,"But, the ending was a big disappointment for this book.
Her reactions to this all feel so real and so poignant that I couldn't help crying at several points in the book.",0.28
MAR-test-00063,"""या प्रकरणी शेतमालकाला अटक करण्यात आली.""
""जत तालुक्यातील उमराणी या ठिकाणी एका गांजाची शेती करण्यात आल्याची माहिती स्थानिक गुन्हे अन्वेषण शाखेच्या पथकाला मिळाली होती.""",0.54
ENG-test-0030,"Odd cravings, incessantly strange behavior, and a general weirdness pervade the halls of the private school for the rich.
Once Parker finally accepts the truth of what's happening, it's too late.",0.34
ENG-train-3821,"A young girl lying down wearing a light purple top strokes the face of a crying infant
A baby touches the man's face while he is lying down.",0.38
ESP-train-0583,"Mari Puri Herrero (Bilbao , 1942) se encuentra a gusto en los talleres de Bilbao Arte, donde estos días imparte un seminario de pintura.
Entre tubos de colores y olor a aguarrás.",0.25
ENG-train-4618,"Marcus was born with some deformities.
Farworld follows the adventures of Marcus and Kyja.",0.28
ENG-train-1479,"He named his fragrance Eau de Cologne , in honor of his new hometown .
Eau de Cologne , or just `` cologne '' , has now become a generic term .",0.66
MAR-train-00976,"""या सामन्याला सुरुवात झाल्यावर काही मिनिटांमध्येच इसचा मृत्यू झाल्याचे पाहायला मिळाले.""
""नाशिक पदवीधर मतदार संघाचे आमदार डॉ. सुधीर तांबे, नगराध्यक्षा दुर्गा तांबे यावेळी उपस्थित होत्या.""",0.22
ENG-test-1573,"While this sequel to Entangled maintains an interesting plot line of split identity, the poor quality of the writing becomes a distraction.
Plus, the embedded advertisements (e.g., to Netflix and Amazon's Kindle) are maddening.",0.31
ENG-train-3438,"Hey, me and my girlfriend are at the bar.
Hey, it's my girlfriend. That was seriously uncool.",0.41
ESP-train-0076,"La música fue escrita por MS Baburaj y la letra de Naattika Sivaram fue compuesta.
La música fue compuesta por MS Baburaj y la letra fue escrita por Naattika Sivaram.",0.61
pan_test_00475,"ਜਿਨਾਂ੍ਹ ਦੇ 'ਚੋਂ ਇਕ ਵਿਅਕਤੀ ਦੀ ਮੌਕੇ 'ਤੇ ਹੀ ਮੌਤ ਹੋ ਗਈ ਤੇ 2 ਨੂੰ ਪਟਿਆਲਾ ਦੇ ਇਕ ਨਿੱਜੀ ਹਸਪਤਾਲ 'ਚ ਦਾਖ਼ਲ ਕਰਵਾਇਆ ਗਿਆ ਹੈ
ਸਿਹਤ ਵਿਭਾਗ ਅਨੁਸਾਰ ਰੁੜਕਾ ਕਲਾਂ ਦੇ ਇੱਕ 52 ਸਾਲਾ ਵਿਅਕਤੀ ਦੀ ਸ਼ਹਿਰ ਦੇ ਇੱਕ ਨਿੱਜੀ ਹਸਪਤਾਲ ਵਿੱਚ ਕਰੋਨਾ ਕਾਰਨ ਮੌਤ ਹੋ ਗਈ",0.31
AFR-dev-354,"Skep driekwart van die sampioenmengsel op die pap en strooi n hand vol kaas bo-oor.
Strooi die res van die kaas bo-oor en besprinkel met n klein bietjie olyfolie.",0.81
ENG-test-1354,"In 1999 , the Hudson-developed Mario Party series began on the Nintendo 64 .
In 1999 , the Mario Party series started on the Nintendo 64 .",0.7
ENG-test-2013,"I just have to say this - I LOVED TREMORS!!!
i just got 2 points answering this",0.32
MAR-test-00181,"""सेहवागला डच्चू देण्यात आला तरी ऑफस्पिनर हरभजन सिंग बचावला आहे.""
""याशिवाय खलील अहमद, अनिकेत चौधरी, चंद्रपाल सिंग आणि महिपाल लोमरोरनं प्रत्येकी एक विकेट घेतली.""",0.29
ENG-train-4809,"Bike riding in the square.
A father and his son bonding.",0.25
ENG-test-0522,"IF SOMEONE FORGOT A IMPORTANT [DATE] I WOULD THINK I'M NOT REALLY INPRTANT OR THERE JUST USING ME.
If someome did not remember an important date, I would believe I am not really important or they are just using me.",0.8
ENG-test-2121,"When Will Tuppence hears that a proton has died, his world is shattered.
He used to think he was invincible, and now he knows that nothing lasts forever.",0.45
ENG-train-4301,"Two adults riding in a vehicle in another country.
Adults and children stand outside of open barn.",0.31
ENG-train-1345,"unable to delete the icon view configuration.
The icon view encountered an error while starting up.",0.66
ENG-train-0603,"South Park Mexican (SPM) is not a group, rather he is a rapper from Houston.
spm is not a group its a rapper south park mexican hes from houston",0.81
ENG-test-2510,"2- It's not very original.
I was also hoping for some more Eddie and Jill action, but not much.",0.34
ENG-train-2133,"The Gregorian calendar , and the year-numbering system associated with it , is the calendar system with most widespread usage in the world today .
The year-numbering used in the Gregorian calendar is based on a sixth century estimate for the year Jesus was born .",0.56
HIN-dev-00200,"""उन्होंने दावा किया कि इराकी सैनिकों ने पांच टैंकों को नष्ट कर दिया है।""
""उन्होंने कहा कि इराक के सैनिकों ने पांच टैंक तोड़ दिये.""",0.8
ENG-test-0708,"Nicollet's Map of the Hydrographical Basin of the Upper Mississippi was published in 1843, following his death.
Nicollet Tower, located in Sisseton, South Dakota is a monument to Nicollet and his work and was constructed in 1991.",0.75
AFR-dev-121,"Wanneer misdaadstatistiek aan die publiek deurgegee word, word die terminologie nie altyd konsekwent gebruik soos hierbo gedefinieer nie.
In die plaaslike misdaad rapportering word gereëld terminologie soos die onderstaande gebruik.",0.56
MAR-train-00079,"""माझे सरकार स्पर्धात्मक आणि सहकारी संघीयतेवर विश्वास ठेवते, जिथे राज्यांमध्ये निरोगी स्पर्धा आहे.""
""माझे सरकार स्पर्धात्मक आणि सहकारी संघटनेवर विश्वास ठेवते, जिथे राज्यांमध्ये निकोप स्पर्धा असते.""",0.86
ENG-train-1875,"orlando bloom or johnny depp *sigh*
I cannot wait to see Johnny Depp.",0.59
HIN-dev-00267,"""सरकारी अधिकारियों ने कहा कि साल के अंत में निर्यात 68 अरब डॉलर के सरकारी लक्ष्य के तहत रहेगा।""
""सरकार ने कहा कि उन्हें उम्मीद है कि वे दूसरे देशों को अपनी योजना से कम सामान बेचेंगे।""",0.53
pan_test_00258,"ਪੰਜਾਬ ਵਿੱਚ ਤਿੰਨ ਮਹੀਨੇ ਪਹਿਲਾਂ ਹੋਈਆਂ ਵਿਧਾਨ ਸਭਾ ਚੋਣਾਂ ਵਿੱਚ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਨੇ 117 ਵਿੱਚੋਂ 92 ਸੀਟਾਂ ਜਿੱਤੀਆਂ ਸਨ
ਇਸ ਤੋਂ ਬਾਅਦ ਪੰਜਾਬ ਵਿਧਾਨ ਸਭਾ ਚੋਣਾਂ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨੂੰ ਸਿਰਫ਼ 3 ਸੀਟਾਂ ਮਿਲੀਆਂ",0.56
ESP-train-0463,"¿Quién era el padre de Lisa Marie Presley?
¿Dónde puedo conseguir información sobre la fibrosis quística?",0.29
ESP-train-1114,"El capitán Roberto González tiene 25 años navegando, pero nunca había visto nada igual: una aglomeración de ""linternas de color rojo"" brillando en la noche en el río Paraguay.
Final de Quizás también te interese Karadzic tiene diez horas para hablar frente a la corte este miércoles.",0.25
ENG-train-4177,"@JustinTrudeau I also support Men's wrongs as well as Women's rights #Standforchoice #womensrights
@UberFacts because a good percent utilized that wonderful gift of choice (#proChoice).",0.31
MAR-train-00381,"""अशा विचारांची समाजाला गरज आहे.""
""धर्माधिकारी कुटुंबीयांनी सिंधुनगरी येथे आयोजित केलेले चित्ररूपी प्रदर्शन कौतुकास्पद असल्याचे खासदार डॉ. निलेश राणे यांनी म्हटले आहे.""",0.64
ENG-test-0487,"Throughout the 2000s, she mostly acted in television shows.
In 2017 she created and directed a dark comedy miniseries, Forest Bathing: Friends W/Benefits, in which she also acted.",0.37
ENG-test-1146,"because they have bad decisions for you .
because i make bad choices that hurt you .",0.76
ENG-test-0664,"oooh i love me some chris brown.
I do feel very favorably towards Chris Brown",0.65
ENG-test-0361,"Two men compete in a tire rolling race.
Two people flipped tractor tires in a race.",0.73
HIN-test-00391,"""वे कांग्रेस के कुशासन के खिलाफ हैं।""
""मगर कांग्रेस अध्यक्ष ने तत्काल इसमें संशोधन करते हुए कहा कि राहुल ने किया।""",0.5
ENG-train-3912,"@crazygranny56 More #blacks killed by abortion than during #slavery #ConfederateFlag
Plenty of stem cells without baby smashing, by the way.",0.34
ENG-train-0176,"Would you like to see a movie with me on Friday?
i was wondering if you wanted to go see a movie with me on friday?",0.91
ENG-train-2576,"The novel is told in the POV's of Pollux, Kate and Henry.
This story starts out telling us some history of Castor and Pollux who are on the run from the Zeus.",0.5
MAR-dev-00254,"""तेजस फाइटर जेटच्या प्रेरणावर मी हॅल आणि अडा यांचे कौतुक करतो.""
""“तेजस लढाऊ विमानांच्या समावेशाबद्दल मी एचएएल आणि एडीए यांची प्रशंसा करतो.""",0.69
ENG-train-3131,"Angelina Jolie sent her resume to me.
Amy Lee, Angelina Jolie and many more.",0.44
ENG-train-4597,"Her experience in answering questions could get her a position.
I thank you in advance for answering some of my questions.",0.28
ENG-train-5053,"are the symtoms of falling out of love.
her face looks like it's falling to her neck.",0.19
MAR-train-00166,"""मात्र पाकच्या गोळीबारीला भारताकडून जशास तसं प्रत्युत्तर देणं सुरु आहे.""
""जम्मू काश्मीरच्या कृष्णा घाटी, मेंढर सेक्टरमध्ये पाककडून गोळीबार सुरु आहे.""",0.78
ENG-train-4163,"A man is spinning in the air above a pool in front of an empty stadium.
A crew gets ready at the sideline in an empty basketball stadium.",0.33
ENG-test-1087,"There aren't many out there that I can think of.
There are not many out there that I can think of.",0.82
ESP-train-0470,""" Ganó el partido de la U.
Hasta el 25 de septiembre de 2020 se desempeñó como diputado nacional por la provincia de Salta por el Frente de Todos.",0.16
ESP-train-0896,"No hay persona hirviendo fideos
Una mujer está hirviendo fideos en agua.",0.22
ENG-train-1437,"Niagara Falls is divided into the Horseshoe Falls and the American Falls .
The Horseshoe Falls are the largest out of the three falls .",0.66
ENG-train-2786,"A brown dog holding a foam bat aiming for a ball.
The tan and white dog is running outside with a tennis ball in its mouth.",0.47
ESP-train-1215,"A cinco horas de avión de nuestras confortables vidas.
Más de lo mismo, y ya van tres.",0.25
ENG-train-3262,"Very much enjoyed this alternative historical fiction set in North America.
An interesting look at magic and early America.",0.44
HIN-test-00598,"""भारत ने कोरोना की दो वैक्‍सीन को भी मंजूरी दे दी है।""
""ऐसे में आने वाले दिनों में कोरोना के मामले और कम होंगे।""",0.7
ENG-test-1600,"we are so poor , we do not even have a language .
do you think he could have gone into his own house ?",0.32
ENG-train-4192,"A small girl in a toddler swing
A toddler in heavy clothing sitting in the snow.",0.31
MAR-train-00604,"""चिनी कंपन्यांना मात्र चाचण्यांपासून दूर ठेवण्यात आले आहे.""
""भारत सरकारच्या दूरसंचार विभागाने देशात ५जी चाचण्या घेण्यास मंजुरी दिली आहे.""",0.44
